Season,City,Climate Zone,Building Type,Building Function,Floors,Building Operation Mode,Room Length x Width (m^2),Room Height (m),Sex,Age,Height (m),Weight (kg),Living Years,Clothing Insulation (clo),Metabolic Rate (met),Indoor Air Temperature (¡æ),Indoor Relative Humidity (%),Indoor Air Velocity (m/s),Globe Temperature (¡æ),Indoor Air Temperature 1 (¡æ),Indoor Relative Humidity 1 (%),Indoor Air Velocity 1 (m/s),Globe Temperature 1 (¡æ),Indoor Air Temperature 2 (¡æ),Indoor Relative Humidity 2 (%),Indoor Air Velocity 2 (m/s),Globe Temperature 2 (¡æ),Roof Temperature (¡æ),Wall Temperature (¡æ),Floor Temperature (¡æ),Operative Temperature (¡æ),Mean Radiant Temperature (¡æ),Radiant Temperature Asymmetry (¡æ),PMV,PPD,Real-Time Outdoor Temperature (¡æ),Mean Daily Outdoor Temperature (¡æ),Monthly Mean Outdoor Temperature (¡æ),7-Day Running Mean Outdoor Temperature (¡æ),15-Day Running Mean Outdoor Temperature (¡æ),Mean Daily Outdoor Relative Humidity (%),Mean Daily Outdoor Air Velocity (m/s)
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,165.0,51.0,1.0,0.35,1.2,24.4,67,1.71,,24.4,67,1.71,,24.4,67,1.71,24.4,,,,24.4,24.4,,-2.26,87.13,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,165.0,51.0,1.0,0.35,1.2,24.5,67,1.97,,24.5,67,1.97,,24.5,67,1.97,24.5,,,,24.5,24.5,,-2.33,89.25,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,158.0,48.0,2.0,0.34,1.2,24.2,68,0.01,,24.2,68,0.01,,24.2,68,0.01,24.2,,,,24.2,24.2,,-0.37,7.89,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,158.0,48.0,2.0,0.34,1.2,24.1,69,0.35,,24.1,69,0.35,,24.1,69,0.35,24.1,,,,24.1,24.1,,-1.15,33.18,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,158.0,48.0,2.0,0.34,1.2,24.0,70,0.6,,24.0,70,0.6,,24.0,70,0.6,24.0,,,,24.0,24.0,,-1.61,57.16,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,158.0,48.0,2.0,0.34,1.2,24.0,70,0.95,,24.0,70,0.95,,24.0,70,0.95,24.0,,,,24.0,24.0,,-1.99,76.51,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,158.0,48.0,2.0,0.34,1.2,24.1,70,1.21,,24.1,70,1.21,,24.1,70,1.21,24.1,,,,24.1,24.1,,-2.16,83.62,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,158.0,48.0,2.0,0.34,1.2,24.1,70,1.71,,24.1,70,1.71,,24.1,70,1.71,24.1,,,,24.1,24.1,,-2.48,93.14,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,158.0,48.0,2.0,0.34,1.2,24.0,70,1.97,,24.0,70,1.97,,24.0,70,1.97,24.0,,,,24.0,24.0,,-2.68,96.47,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,182.0,78.0,3.0,0.4,1.2,24.5,59,0.01,,24.5,59,0.01,,24.5,59,0.01,24.5,,,,24.5,24.5,,-0.18,5.68,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,182.0,78.0,3.0,0.4,1.2,24.4,62,0.35,,24.4,62,0.35,,24.4,62,0.35,24.4,,,,24.4,24.4,,-0.86,20.71,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,182.0,78.0,3.0,0.4,1.2,24.3,64,0.6,,24.3,64,0.6,,24.3,64,0.6,24.3,,,,24.3,24.3,,-1.24,37.29,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,182.0,78.0,3.0,0.4,1.2,24.3,64,0.95,,24.3,64,0.95,,24.3,64,0.95,24.3,,,,24.3,24.3,,-1.56,54.23,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,182.0,78.0,3.0,0.4,1.2,24.2,64,1.21,,24.2,64,1.21,,24.2,64,1.21,24.2,,,,24.2,24.2,,-1.79,66.51,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,182.0,78.0,3.0,0.4,1.2,24.1,63,1.71,,24.1,63,1.71,,24.1,63,1.71,24.1,,,,24.1,24.1,,-2.11,81.66,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,182.0,78.0,3.0,0.4,1.2,24.1,62,1.97,,24.1,62,1.97,,24.1,62,1.97,24.1,,,,24.1,24.1,,-2.23,86.13,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,172.0,75.0,2.0,0.35,1.2,24.2,69,0.01,,24.2,69,0.01,,24.2,69,0.01,24.2,,,,24.2,24.2,,-0.34,7.43,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,172.0,75.0,2.0,0.35,1.2,24.1,69,0.35,,24.1,69,0.35,,24.1,69,0.35,24.1,,,,24.1,24.1,,-1.11,31.32,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,172.0,75.0,2.0,0.35,1.2,24.2,69,0.6,,24.2,69,0.6,,24.2,69,0.6,24.2,,,,24.2,24.2,,-1.47,49.58,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,172.0,75.0,2.0,0.35,1.2,24.3,69,0.95,,24.3,69,0.95,,24.3,69,0.95,24.3,,,,24.3,24.3,,-1.79,66.69,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,172.0,75.0,2.0,0.35,1.2,24.1,69,1.21,,24.1,69,1.21,,24.1,69,1.21,24.1,,,,24.1,24.1,,-2.1,81.3,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,172.0,75.0,2.0,0.35,1.2,24.0,69,1.71,,24.0,69,1.71,,24.0,69,1.71,24.0,,,,24.0,24.0,,-2.47,92.81,,24.0,25.8,18.3,22.1,,
Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1.0,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,172.0,75.0,2.0,0.35,1.2,24.0,69,1.97,,24.0,69,1.97,,24.0,69,1.97,24.0,,,,24.0,24.0,,-2.6,95.32,,24.0,25.8,18.3,22.1,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Living room,9.0,Naturally Ventilated,,,Female,18-30,160.0,48.0,17.0,1.76,1.0,12.9,64,,,12.9,64,,,12.9,64,0.0,12.9,,,,12.9,12.9,,-1.14,32.3,,,,,,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,1.0,Radiant floor heating,,,Female,41-50,157.0,54.0,48.0,0.93,1.0,19.9,17,,,19.9,17,,,19.9,17,0.0,19.9,,,,19.9,19.9,,-1.24,37.17,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,1.0,Radiant floor heating,,,Male,41-50,170.0,59.0,54.0,1.01,1.0,19.3,16,,,19.3,16,,,19.3,16,0.0,19.3,,,,19.3,19.3,,-1.24,37.22,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,1.0,Radiant floor heating,,,Female,41-50,166.0,70.0,20.0,1.12,1.0,19.6,15,,,19.6,15,,,19.6,15,0.0,19.6,,,,19.6,19.6,,-0.95,24.19,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,5.0,Radiant floor heating,,,Male,41-50,180.0,80.0,43.0,0.88,1.0,21.9,44,,,21.9,44,,,21.9,44,0.0,21.9,,,,21.9,21.9,,-0.6,12.5,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,5.0,Radiant floor heating,,,Female,41-50,168.0,62.0,40.0,0.4,1.1,21.9,44,,,21.9,44,,,21.9,44,0.0,21.9,,,,21.9,21.9,,-1.51,51.52,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,5.0,Radiant floor heating,,,Female,41-50,169.0,70.0,42.0,0.78,1.0,22.1,52,,,22.1,52,,,22.1,52,0.0,22.1,,,,22.1,22.1,,-0.69,15.19,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,7.0,Radiant floor heating,,,Female,31-40,158.0,50.0,2.0,0.8,1.0,21.4,30,,,21.4,30,,,21.4,30,0.0,21.4,,,,21.4,21.4,,-1.01,26.83,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,7.0,Radiant floor heating,,,Male,41-50,168.0,76.0,2.0,1.34,1.0,21.4,30,,,21.4,30,,,21.4,30,0.0,21.4,,,,21.4,21.4,,-0.1,5.22,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Male,18-30,174.0,65.0,4.0,0.78,0.9,23.1,49,,,23.1,49,,,23.1,49,0.0,23.1,,,,23.1,23.1,,-0.91,22.48,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Female,18-30,164.0,55.0,4.0,0.89,0.9,23.1,49,,,23.1,49,,,23.1,49,0.0,23.1,,,,23.1,23.1,,-0.67,14.48,,-2.5,-2.0,-1.0,-1.9,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Bedroom,2.0,Radiant floor heating,,,Female,18-30,162.0,42.0,23.0,0.61,0.8,19.1,38,,,19.1,38,,,19.1,38,0.0,19.1,,,,19.1,19.1,,-3.99,100.0,,-4.7,0.0,-1.6,-2.7,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Bedroom,2.0,Radiant floor heating,,,Male,18-30,181.0,78.0,3.0,1.26,1.0,19.1,39,,,19.1,39,,,19.1,39,0.0,19.1,,,,19.1,19.1,,-0.69,15.18,,-4.7,0.0,-1.6,-2.7,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Bedroom,2.0,Radiant floor heating,,,Female,41-50,150.0,53.0,48.0,1.55,0.9,19.1,39,,,19.1,39,,,19.1,39,0.0,19.1,,,,19.1,19.1,,-0.76,17.2,,-4.7,0.0,-1.6,-2.7,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,4.0,Radiant floor heating,,,Male,18-30,183.0,77.0,22.0,1.42,0.9,23.7,56,,,23.7,56,,,23.7,56,0.0,23.7,,,,23.7,23.7,,0.35,7.55,,-4.7,0.0,-1.6,-2.7,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Bedroom,1.0,Radiant floor heating,,,Male,18-30,171.0,78.0,23.0,1.09,1.0,17.2,34,,,17.2,34,,,17.2,34,0.0,17.2,,,,17.2,17.2,,-1.51,51.42,,-4.7,0.0,-1.6,-2.7,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Bedroom,1.0,Radiant floor heating,,,Male,18-30,173.0,62.1,25.0,0.94,1.0,17.5,34,,,17.5,34,,,17.5,34,0.0,17.5,,,,17.5,17.5,,-1.78,66.22,,-4.7,0.0,-1.6,-2.7,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Bedroom,2.0,Radiant floor heating,,,Male,18-30,180.0,75.0,23.0,1.6,1.0,14.7,38,,,14.7,38,,,14.7,38,0.0,14.7,,,,14.7,14.7,,-1.12,31.8,,-4.7,0.0,-1.6,-2.7,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Bedroom,7.0,Radiant floor heating,,,Female,18-30,162.0,51.0,10.0,1.14,1.0,16.5,52,,,16.5,52,,,16.5,52,0.0,16.5,,,,16.5,16.5,,-1.48,50.2,,0.3,0.0,-2.2,-3.1,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Bedroom,7.0,Radiant floor heating,,,Male,51-60,171.0,70.0,12.0,1.12,0.9,16.4,52,,,16.4,52,,,16.4,52,0.0,16.4,,,,16.4,16.4,,-2.2,84.89,,0.3,0.0,-2.2,-3.1,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Bedroom,7.0,Radiant floor heating,,,Female,41-50,159.0,60.0,12.0,0.73,1.0,16.4,52,,,16.4,52,,,16.4,52,0.0,16.4,,,,16.4,16.4,,-2.66,96.21,,0.3,0.0,-2.2,-3.1,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,6.0,Radiator heating,,,Female,18-30,167.0,58.0,20.0,0.68,0.9,18.0,65,,,18.0,65,,,18.0,65,0.0,18.0,,,,18.0,18.0,,-2.99,99.1,,0.3,0.0,-2.2,-3.1,,
Winter Season,"Liaoning Province, Benxi City",Cold zone,Residential,Living room,7.0,Radiant floor heating,,,Female,18-30,170.0,48.0,22.0,1.71,0.9,22.8,59,,,22.8,59,,,22.8,59,0.0,22.8,,,,22.8,22.8,,0.44,9.06,,0.3,0.0,-2.2,-3.1,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,9.0,Naturally Ventilated,,,Male,18-30,175.0,65.0,19.0,1.04,1.0,10.6,74,,,10.6,74,,,10.6,74,0.0,10.6,,,,10.6,10.6,,-3.2,99.7,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,7.0,Naturally Ventilated,,,Female,18-30,162.0,49.0,18.0,1.11,1.0,11.1,71,,,11.1,71,,,11.1,71,0.0,11.1,,,,11.1,11.1,,-2.86,98.35,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,10.0,Naturally Ventilated,,,Female,18-30,165.0,48.0,19.0,1.19,1.0,11.3,73,,,11.3,73,,,11.3,73,0.0,11.3,,,,11.3,11.3,,-2.58,95.05,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Living room,10.0,Naturally Ventilated,,,Female,18-30,158.0,46.0,18.0,1.11,1.0,11.0,75,,,11.0,75,,,11.0,75,0.0,11.0,,,,11.0,11.0,,-2.87,98.43,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,6.0,Naturally Ventilated,,,Male,18-30,175.0,72.0,19.0,1.66,1.0,11.2,59,,,11.2,59,,,11.2,59,0.0,11.2,,,,11.2,11.2,,-1.65,59.19,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,15.0,Naturally Ventilated,,,Female,18-30,161.0,50.0,21.0,1.62,1.0,10.5,67,,,10.5,67,,,10.5,67,0.0,10.5,,,,10.5,10.5,,-1.83,68.84,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,9.0,Naturally Ventilated,,,Male,18-30,177.0,73.0,24.0,1.97,1.0,10.0,64,,,10.0,64,,,10.0,64,0.0,10.0,,,,10.0,10.0,,-1.37,44.3,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,14.0,Naturally Ventilated,,,Female,18-30,163.0,52.0,26.0,1.86,1.0,9.9,72,,,9.9,72,,,9.9,72,0.0,9.9,,,,9.9,9.9,,-1.53,52.65,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,11.0,Naturally Ventilated,,,Female,41-50,155.0,46.0,43.0,1.6,1.0,10.5,63,,,10.5,63,,,10.5,63,0.0,10.5,,,,10.5,10.5,,-1.88,71.32,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Living room,8.0,Naturally Ventilated,,,Female,18-30,164.0,50.0,23.0,1.66,1.0,10.6,65,,,10.6,65,,,10.6,65,0.0,10.6,,,,10.6,10.6,,-1.75,64.48,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Living room,9.0,Naturally Ventilated,,,Female,£¾60,154.0,62.0,72.0,1.88,1.0,11.3,65,,,11.3,65,,,11.3,65,0.0,11.3,,,,11.3,11.3,,-1.26,38.48,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Living room,10.0,Naturally Ventilated,,,Female,18-30,165.0,49.0,22.0,1.6,1.0,12.6,55,,,12.6,55,,,12.6,55,0.0,12.6,,,,12.6,12.6,,-1.48,50.11,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,7.0,Naturally Ventilated,,,Male,18-30,178.0,65.0,24.0,1.61,1.0,12.3,58,,,12.3,58,,,12.3,58,0.0,12.3,,,,12.3,12.3,,-1.52,52.0,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,17.0,Naturally Ventilated,,,Male,18-30,180.0,66.0,26.0,1.6,1.0,11.2,70,,,11.2,70,,,11.2,70,0.0,11.2,,,,11.2,11.2,,-1.71,62.57,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Living room,12.0,Naturally Ventilated,,,Female,18-30,163.0,46.0,24.0,1.59,1.0,9.8,64,,,9.8,64,,,9.8,64,0.0,9.8,,,,9.8,9.8,,-2.04,78.69,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,12.0,Naturally Ventilated,,,Female,18-30,160.0,46.0,18.0,1.48,1.0,8.2,68,,,8.2,68,,,8.2,68,0.0,8.2,,,,8.2,8.2,,-2.59,95.25,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Living room,10.0,Naturally Ventilated,,,Female,18-30,167.0,54.0,20.0,1.45,1.0,11.8,65,,,11.8,65,,,11.8,65,0.0,11.8,,,,11.8,11.8,,-1.89,71.61,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Living room,9.0,Naturally Ventilated,,,Female,41-50,160.0,52.0,1.0,1.97,1.0,13.2,60,,,13.2,60,,,13.2,60,0.0,13.2,,,,13.2,13.2,,-0.81,19.07,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,9.0,Naturally Ventilated,,,Female,18-30,162.0,45.0,1.0,1.77,1.0,13.5,53,,,13.5,53,,,13.5,53,0.0,13.5,,,,13.5,13.5,,-1.05,28.4,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,11.0,Naturally Ventilated,,,Female,18-30,167.0,50.0,21.0,1.35,1.0,10.9,76,,,10.9,76,,,10.9,76,0.0,10.9,,,,10.9,10.9,,-2.27,87.39,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Living room,11.0,Naturally Ventilated,,,Female,41-50,160.0,52.0,44.0,1.82,1.0,8.8,71,,,8.8,71,,,8.8,71,0.0,8.8,,,,8.8,8.8,,-1.8,67.4,,,,,,,
Winter Season,"Sichuan Province, Zigong City",Hot summer and cold winter zone,Residential,Bedroom,9.0,Naturally Ventilated,,,Female,18-30,164.0,48.0,22.0,1.79,1.0,10.4,78,,,10.4,78,,,10.4,78,0.0,10.4,,,,10.4,10.4,,-1.53,52.55,,,,,,,
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,3.0,Naturally Ventilated,,,Female,36,165.0,42.0,10.0,0.5,0.9,25.9,62,,,25.9,62,0.07,,25.9,62,0.07,25.9,,,,25.9,25.9,,-0.35,7.57,24.8,13.2,15.8,13.4,16.5,66.0,0.4
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,3.0,Naturally Ventilated,,,Male,37,170.0,55.0,29.0,0.5,0.9,25.9,62,,,25.9,62,0.07,,25.9,62,0.07,25.9,,,,25.9,25.9,,-0.35,7.57,24.8,13.2,15.8,13.4,16.5,66.0,0.4
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,6.0,Naturally Ventilated,,,Male,30,170.0,70.0,11.0,0.5,1.0,24.9,66,,,24.9,66,0.12,,24.9,66,0.12,24.9,,,,24.9,24.9,,-0.38,7.99,24.7,13.2,15.8,13.4,16.5,69.0,0.15
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,6.0,Naturally Ventilated,,,Female,29,161.0,48.0,4.0,0.5,0.9,24.9,66,,,24.9,66,0.12,,24.9,66,0.12,24.9,,,,24.9,24.9,,-0.9,22.24,24.7,13.2,15.8,13.4,16.5,69.0,0.15
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,1.0,Naturally Ventilated,,,Female,26,170.0,73.0,26.0,0.5,0.9,24.3,68,,,24.3,68,0.08,,24.3,68,0.08,24.3,,,,24.3,24.3,,-1.01,26.8,24.1,13.2,15.8,13.4,16.5,68.0,0.56
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,1.0,Naturally Ventilated,,,Male,54,170.0,75.0,40.0,0.46,0.9,24.3,68,,,24.3,68,0.08,,24.3,68,0.08,24.3,,,,24.3,24.3,,-1.13,32.26,24.1,13.2,15.8,13.4,16.5,68.0,0.56
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Male,57,172.0,73.0,40.0,0.38,0.9,26.3,69,,,26.3,69,0.08,,26.3,69,0.08,26.3,,,,26.3,26.3,,-0.41,8.5,26.0,13.2,15.8,13.4,16.5,69.0,0.23
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,7.0,Naturally Ventilated,,,Female,52,165.0,56.0,52.0,0.38,0.9,26.3,69,,,26.3,69,0.08,,26.3,69,0.08,26.3,,,,26.3,26.3,,-0.41,8.5,26.0,13.2,15.8,13.4,16.5,69.0,0.23
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,3.0,Naturally Ventilated,,,Male,30,172.0,84.0,30.0,0.67,0.9,22.8,52,,,22.8,52,0.05,,22.8,52,0.05,22.8,,,,22.8,22.8,,-1.28,39.18,22.3,13.2,15.8,13.4,16.5,43.0,0.31
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,3.0,Naturally Ventilated,,,Female,29,160.0,53.0,29.0,0.48,0.9,22.8,52,,,22.8,52,0.05,,22.8,52,0.05,22.8,,,,22.8,22.8,,-1.89,71.83,22.3,13.2,15.8,13.4,16.5,43.0,0.31
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,1.0,Naturally Ventilated,,,Male,42,170.0,70.0,20.0,0.47,0.9,20.7,80,,,20.7,80,0.03,,20.7,80,0.03,20.7,,,,20.7,20.7,,-2.68,96.48,21.6,13.2,15.8,13.4,16.5,77.0,0.35
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,1.0,Naturally Ventilated,,,Female,40,165.0,53.0,40.0,0.47,0.9,20.7,80,,,20.7,80,0.03,,20.7,80,0.03,20.7,,,,20.7,20.7,,-2.68,96.48,21.6,13.2,15.8,13.4,16.5,77.0,0.35
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,6.0,Naturally Ventilated,,,Male,46,163.0,60.0,30.0,0.47,0.9,21.6,72,,,21.6,72,0.04,,21.6,72,0.04,21.6,,,,21.6,21.6,,-2.32,88.96,20.5,13.2,15.8,13.4,16.5,82.0,0.32
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,6.0,Naturally Ventilated,,,Female,23,166.0,50.0,1.0,0.45,0.9,21.6,72,,,21.6,72,0.04,,21.6,72,0.04,21.6,,,,21.6,21.6,,-2.4,91.24,20.5,13.2,15.8,13.4,16.5,82.0,0.32
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Naturally Ventilated,,,Female,37,160.0,50.0,18.0,0.45,0.9,23.8,55,,,23.8,55,0.06,,23.8,55,0.06,23.8,,,,23.8,23.8,,-1.51,51.65,22.4,13.2,15.8,13.4,16.5,48.0,1.3
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Naturally Ventilated,,,Male,20,180.0,85.0,20.0,0.65,0.9,22.0,53,,,22.0,53,0.07,,22.0,53,0.07,22.0,,,,22.0,22.0,,-1.64,58.61,21.6,13.2,15.8,13.4,16.5,47.0,1.12
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,5.0,Naturally Ventilated,,,Female,54,163.0,60.0,20.0,0.77,0.9,22.0,53,,,22.0,53,0.07,,22.0,53,0.07,22.0,,,,22.0,22.0,,-1.29,40.19,21.6,13.2,15.8,13.4,16.5,47.0,1.12
Transition Season,"Heilongjiang Province, Harbin City",Cold zone,Residential,Living room,1.0,Naturally Ventilated,,,Male,46,175.0,75.0,28.0,0.47,0.9,23.0,53,,,23.0,53,0.15,,23.0,53,0.15,23.0,,,,23.0,23.0,,-2.1,81.12,22.3,13.2,15.8,13.4,16.5,58.0,0.27
